@relation 'spoken_letters_617_attributes-weka.filters.unsupervised.attribute.Remove-V-R1,11,14,17,22,30,41,45,48,52,68,70,101,106,107,118,132,138,144,148,165,169,171,172,173,174,181,182,184,189,199,201,204,212,213,225,228,231,234,235,238,254,257,259,261,297,298,321,322,323,326,330,337,345,351,354,358,359,363,386,390,392,395,397,411,414,415,416,418,420,422,427,429,430,431,433,436,438,439,451,453,455,458,460,461,462,473,474,480,481,488,489,494,515,516,520,525,541,547,548,553,554,557,573,574,575,578,579,580,581,582,583,584,618'

@attribute f1 numeric
@attribute f11 numeric
@attribute f14 numeric
@attribute f17 numeric
@attribute f22 numeric
@attribute f30 numeric
@attribute f41 numeric
@attribute f45 numeric
@attribute f48 numeric
@attribute f52 numeric
@attribute f68 numeric
@attribute f70 numeric
@attribute f101 numeric
@attribute f106 numeric
@attribute f107 numeric
@attribute f118 numeric
@attribute f132 numeric
@attribute f138 numeric
@attribute f144 numeric
@attribute f148 numeric
@attribute f165 numeric
@attribute f169 numeric
@attribute f171 numeric
@attribute f172 numeric
@attribute f173 numeric
@attribute f174 numeric
@attribute f181 numeric
@attribute f182 numeric
@attribute f184 numeric
@attribute f189 numeric
@attribute f199 numeric
@attribute f201 numeric
@attribute f204 numeric
@attribute f212 numeric
@attribute f213 numeric
@attribute f225 numeric
@attribute f228 numeric
@attribute f231 numeric
@attribute f234 numeric
@attribute f235 numeric
@attribute f238 numeric
@attribute f254 numeric
@attribute f257 numeric
@attribute f259 numeric
@attribute f261 numeric
@attribute f297 numeric
@attribute f298 numeric
@attribute f321 numeric
@attribute f322 numeric
@attribute f323 numeric
@attribute f326 numeric
@attribute f330 numeric
@attribute f337 numeric
@attribute f345 numeric
@attribute f351 numeric
@attribute f354 numeric
@attribute f358 numeric
@attribute f359 numeric
@attribute f363 numeric
@attribute f386 numeric
@attribute f390 numeric
@attribute f392 numeric
@attribute f395 numeric
@attribute f397 numeric
@attribute f411 numeric
@attribute f414 numeric
@attribute f415 numeric
@attribute f416 numeric
@attribute f418 numeric
@attribute f420 numeric
@attribute f422 numeric
@attribute f427 numeric
@attribute f429 numeric
@attribute f430 numeric
@attribute f431 numeric
@attribute f433 numeric
@attribute f436 numeric
@attribute f438 numeric
@attribute f439 numeric
@attribute f451 numeric
@attribute f453 numeric
@attribute f455 numeric
@attribute f458 numeric
@attribute f460 numeric
@attribute f461 numeric
@attribute f462 numeric
@attribute f473 numeric
@attribute f474 numeric
@attribute f480 numeric
@attribute f481 numeric
@attribute f488 numeric
@attribute f489 numeric
@attribute f494 numeric
@attribute f515 numeric
@attribute f516 numeric
@attribute f520 numeric
@attribute f525 numeric
@attribute f541 numeric
@attribute f547 numeric
@attribute f548 numeric
@attribute f553 numeric
@attribute f554 numeric
@attribute f557 numeric
@attribute f573 numeric
@attribute f574 numeric
@attribute f575 numeric
@attribute f578 numeric
@attribute f579 numeric
@attribute f580 numeric
@attribute f581 numeric
@attribute f582 numeric
@attribute f583 numeric
@attribute f584 numeric
@attribute class {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26}

@data
-0.206,0.2404,0.5494,0.9356,0.721,0.5364,0.4178,0.1164,0.565,0.4554,0.3622,0.8558,0.8444,0.1418,-0.1218,0.7166,0.7178,-0.2674,0.1032,0.739,0.5626,-0.5824,-0.8132,-0.656,-0.5136,-0.5676,1,0.9262,0.7396,0.4792,0.2436,-0.091,-0.3236,0.5782,0.6946,-0.2,0.6666,0.8666,0.4,0.1334,0.5334,0.4666,-0.3024,0.0698,0.7674,-0.2,-0.55,-1,-1,-0.9654,-0.3926,-0.9128,0.4618,-0.951,-1,-1,-0.8722,-0.1978,-0.8002,-1,-0.9,0,-0.0034,-0.1568,-0.3934,-1,-1,-1,-1,-1,-0.2572,0.5714,-0.3714,1,1,-0.9428,-0.8572,-0.5142,0.0286,-1,1,1,1,1,1,0.9418,-0.5866,-0.1412,0.2916,-0.2718,0.3322,0.3144,0.7762,0.2698,0.4244,0.3382,0.7986,-0.0108,0.2318,0.6318,0.915,1,0.9824,-0.0832,-0.1646,-0.2956,-1,-1,1,-0.8,-1,-1,0.2666,11
-0.2948,0.2536,0.4598,0.835,0.6412,0.435,0.5536,0.147,0.452,0.6552,0.4152,0.7148,0.8766,0.2832,0.237,0.7342,0.604,-0.0432,0.1294,0.749,0.6512,-0.1554,-0.2564,-0.3572,-0.2436,-0.147,0.9286,1,0.7774,0.7522,-0.0282,-0.5142,-0.5876,0.548,0.7176,-0.4706,0.647,0.8824,-0.2352,0,0.2942,-0.2352,-0.32,0.32,0.48,0.0736,-0.1158,-1,-1,-0.96,-0.5282,-0.892,0.3792,-0.9508,-1,-1,-0.3528,-0.2482,-0.7454,-1,-0.9468,0.2632,0.1232,-0.0568,-0.76,-1,-1,-1,-1,-1,-0.7714,0.0286,-0.2286,0.8572,1,-0.8,-0.8858,-0.6286,0.0572,-1,1,1,1,1,1,1,-0.68,-0.2118,-0.1,-0.3816,0.1272,0.169,0.665,0.1862,0.2422,0.4102,0.8452,0.3608,0.3058,0.5532,0.6872,1,0.8144,-0.2372,-0.2578,-0.2062,-1,-1,1,-0.8,-1,-0.8,0.3666,11
-0.4322,0.3572,0.6464,0.8822,0.3714,0.4214,0.5212,0.6222,0.5244,0.0586,0.3198,0.736,0.7898,0.6232,0.9312,-0.4528,0.5732,0.66,-0.4936,-0.7974,1,0.6036,-0.161,-0.4442,-0.646,-0.554,-0.9894,-0.8726,-0.8796,-0.1116,0.4692,0.574,-0.4382,-0.4754,-0.568,-0.381,0.4762,0.9048,0.619,0.619,0.7142,0.8096,-0.4468,0.1064,0.4468,0.5484,0.4194,-1,-1,-1,-1,-0.9764,0.6976,-0.9452,-1,-1,-1,-1,-0.9816,-1,-1,-1,-0.842,-0.3588,-0.63,-1,-1,-1,-1,-1,-1,-0.9714,0.2,1,1,-0.4,-0.7428,-0.5714,-0.2,-1,1,1,1,1,1,1,-0.4534,-0.047,1,0.2258,0.6958,0.7788,0.8526,0.4708,0.8412,1,0.6826,0.3544,-0.1642,0.2104,0.5908,0.5274,0.8732,0.2046,0.0374,0.193,1,-1,-1,-1,-1,-0.8,-1,12
-0.3334,0.5128,0.8924,0.4512,0.441,0.5488,0.7778,0.9546,0.2926,0.093,0.3462,0.9128,0.6548,0.934,0.9746,-0.2944,0.4496,1,-0.6068,-0.6462,0.9202,0.7926,0.0744,-0.1808,-0.2288,-0.3776,-0.6382,-0.8404,-0.6914,0.25,0.9498,0.8996,-0.4394,-0.3724,-0.5482,-0.3334,-0.2,0.6666,0.6666,0.6,0.4666,0.8,-0.4348,0.174,0.4348,1,1,-1,-1,-1,-1,-0.8816,0.693,-0.9246,-1,-1,-1,-1,-0.4476,-1,-1,-1,-0.9134,-0.3934,-0.8068,-1,-1,-1,-1,-1,-1,-0.8286,1,0.9142,1,-0.8572,-0.5714,-0.6858,-0.1428,-1,1,1,1,1,1,1,-0.5734,-0.2942,0.8166,-0.415,0.8504,0.864,0.9592,0.3464,0.7124,0.8824,1,0.1242,0.0206,0.3932,0.5724,0.2414,0.7242,-0.1172,-0.2828,0.3242,-1,-1,1,-0.6,-1,-1,-0.6334,12
-0.3764,0.319,0.6306,0.789,0.4868,0.6402,0.569,0.5644,1,0.2834,0.2986,0.896,0.8838,0.7142,0.7192,-0.1138,0.8316,0.7718,0.3642,0.913,-0.19,0.9008,0.708,0.8236,1,0.8678,0.4214,0.394,0.0304,0.449,0.3812,0.7264,0.6156,0.7328,0.6612,-0.4546,0.4546,0.8788,0.394,0.2728,0.091,0.4546,-0.641,-0.0256,0.5898,0.4492,0.6232,-1,-1,-1,-1,-0.8898,0.8174,-0.9532,-1,-1,-1,-1,-0.4976,-1,-1,-1,-0.94,-0.2668,-0.7,-0.94,-1,-1,-1,-1,-1,-1,1,0.6858,1,-1,0.5428,-0.9142,-0.8858,-1,1,1,1,1,1,0.8468,-0.5866,-0.1764,0.5334,-0.4528,0.8806,0.9304,0.9204,0.2904,0.4194,0.8818,0.9032,-0.0322,0.1484,0.5742,0.742,0.3806,0.7806,-0.0194,-0.0452,0.0322,-1,-1,1,-1,-1,-0.4,-0.6,13
-0.4488,0.2738,0.501,1,0.5418,0.393,0.4552,0.5772,0.821,0.322,0.3152,0.6596,0.7344,0.4604,0.516,0.0364,0.6954,0.4416,0.2436,0.33,-0.3024,0.2966,0.5058,0.6396,1,0.7094,0.2616,-0.0466,-0.0406,0.0814,-0.5082,0.2524,0.095,0.5476,0.036,-0.3584,0.3584,0.7736,0.434,0.434,0.5472,0.6226,-0.5102,0.1428,0.347,0.2468,0.3246,-1,-1,-1,-1,-0.9664,0.7788,-0.9618,-1,-1,-1,-1,-0.979,-1,-1,-1,-0.9568,-0.6134,-0.78,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-0.0858,0.4,-0.9714,-1,1,1,1,1,1,0.6784,-0.5866,-0.1764,1,-0.25,0.8928,0.8928,1,0.6896,0.6724,0.7242,0.8276,0.2414,0.6794,0.8016,1,0.8168,0.8016,0.1146,0.1908,-0.0992,-1,-1,1,-1,-1,-1,-0.8334,13
-0.3474,0.2786,0.313,0.7214,0.4656,0.584,0.3782,0.3782,0.5672,0.4872,0.296,0.609,0.9406,0.0616,-0.0744,0.2612,1,-0.192,0.8452,0.7078,0.1616,-0.0466,-0.2712,-0.452,-0.5014,-0.189,0.5014,0.463,0.063,-0.074,-0.5188,-0.4666,-0.5594,0.484,0.3914,-0.174,0.6086,0.826,0.5218,0.5652,0.4348,0.7826,-0.2,0.32,0.64,0.2258,-0.4838,-1,-1,-1,-1,-0.9784,0.8534,-0.9712,-1,-1,-1,-1,-0.975,-1,-1,-1,-0.8134,-0.7334,-0.5068,-0.92,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-0.2286,-0.9714,-1,1,1,1,1,1,0.6192,-0.6134,-0.1176,1,-0.2728,0.409,0.8636,1,0.0384,0.0962,0.25,0.7692,-0.173,0.5306,0.551,0.9388,0.9592,0.898,0.0204,0.0204,-0.0612,-1,-1,1,-1,-1,-1,-0.8334,14
-0.1826,0.2786,0.5022,0.7032,0.548,0.3652,0.5842,0.4694,0.7584,0.7624,0.4348,0.9526,1,0.2462,0.2976,0.4732,0.8224,-0.0762,0.8072,0.8324,0.1752,-0.165,-0.3608,-0.0876,-0.0258,0.3196,0.8144,0.433,0.0052,-0.1186,-0.3352,-0.534,-0.4318,0.8636,0.3694,-0.353,0.5882,1,-0.2352,0,0.2352,0.0588,-0.1304,0.3914,0.913,0.0666,0.2222,-1,-1,-1,-1,-0.9298,0.911,-0.9648,-1,-1,-1,-1,-0.7472,-1,-1,-1,-0.94,-0.5268,-0.6068,-1,-1,-1,-1,-1,-1,-0.2858,1,1,1,-0.9714,-0.1142,1,-0.8858,-1,1,1,1,1,1,0.6778,-0.6666,-0.1882,0.825,-0.4358,0.829,0.983,0.8462,0.5328,0.5036,0.416,0.6496,0.0218,0.3732,0.5672,0.985,1,0.9402,-0.1044,-0.1492,0.1194,-1,-1,1,-1,-1,-0.8,-0.7334,14
-0.4516,0.4314,0.9476,0.3064,0.2984,0.4112,0.572,0.9176,0.3416,0.251,0.3984,0.8764,0.9622,0.5452,0.9622,0.099,0.6056,0.6458,-0.2474,-0.2918,1,0.5302,0.235,-0.0436,-0.1768,-0.2972,-0.3762,-0.393,0.0602,0.0728,0.8246,0.807,-0.4854,-0.5672,-0.5848,-0.5238,0.4286,1,0.4286,0.619,0.9524,0.5238,-0.4694,0.1836,0.551,0.4948,0.6632,-1,-1,-1,-1,-0.9832,0.569,-0.9698,-1,-1,-1,-1,-0.9804,-1,-1,-1,-0.904,-0.664,-0.6634,-0.6934,-0.8268,-0.7668,-1,-1,-1,-1,1,1,1,-0.9714,-0.8858,-0.7428,-0.2,-1,1,1,1,1,1,1,-0.6134,-0.2352,1,-0.4482,0.8104,0.5,0.7758,0.577,0.7884,0.7692,0.7884,-0.2308,0.6402,0.7842,0.5396,0.4244,0.741,-0.0936,-0.1366,-0.0216,-1,-1,1,-1,-1,-0.4,-0.8,15
-0.2564,0.4272,0.866,0.3996,0.381,0.5012,0.6942,0.8212,0.247,0.1294,0.5486,0.982,0.9796,0.4468,0.5368,-0.0942,0.641,0.3728,-0.2228,-0.2544,0.8542,0.713,-0.1436,-0.327,-0.327,-0.5152,-0.6282,-0.4164,-0.4448,0.0964,0.5476,0.2132,-0.554,-0.318,-0.5148,-0.2858,0.5714,1,0.7142,0.7142,0.8096,0.762,-0.3636,0.3182,0.8182,0.7412,0.647,-1,-1,-1,-1,-0.9452,0.7968,-0.9768,-1,-1,-1,-1,-0.7458,-1,-1,-1,-0.9268,-0.7034,-0.91,-1,-1,-1,-1,-1,-1,-0.2286,1,1,1,-0.9142,-0.7428,-0.5142,0.0286,-1,1,1,1,1,1,1,-0.6934,-0.2706,1,-0.3942,0.5314,0.36,0.9658,0.617,1,0.6028,1,-0.2056,0.8876,0.9874,0.4376,-0.0126,0.7376,-0.125,-0.15,-0.2876,-1,-1,1,-1,-1,-1,-0.7,15
-0.2904,-0.4428,-0.39,-0.1964,0.8476,0.871,-0.2128,-0.3136,-0.016,0.3318,0.7488,0.0426,0.4868,-0.5156,-0.645,0.5252,0.813,-0.7218,-0.3382,0.036,0.682,-0.5634,-0.6982,-0.6766,-0.6712,-0.5148,0.0566,0.1914,0.6226,0.6496,-0.144,-0.476,-0.6826,-0.0406,-0.0332,0.2654,0.7142,0.0204,-0.0612,0.1836,-0.1428,1,-0.3024,0.5814,0.6744,-0.6512,-0.7442,-1,-1,-1,-0.9602,-0.9128,0.519,-0.9666,-1,-1,-0.959,-0.9532,-0.743,-1,-1,-0.9334,0.1466,0.14,-0.8022,-1,-1,-1,-1,-1,-1,1,-0.7428,0.4572,1,-0.9428,-0.6858,-0.0286,0.1428,-1,0.0214,0.0856,0.2116,0.2894,0.3062,0.1524,-0.7066,-0.3412,1,-0.0254,0.6396,0.6244,0.8072,-0.0426,0.1028,0.2632,0.624,0.569,-0.1226,0.0246,0.2156,0.2108,0.6716,0.0638,0.1764,0.2206,-1,-1,1,-1,-1,-1,-0.0666,16
-0.0718,-0.3652,-0.2814,-0.2276,0.6586,0.8622,-0.0922,-0.3728,-0.0044,0.4606,0.5186,0.046,0.4504,-0.239,-0.37,0.5476,0.5176,-0.318,-0.343,0.2224,0.5362,-0.2918,-0.606,-0.5562,-0.5262,-0.4364,0.0174,0.3266,1,0.6858,-0.2246,-0.4566,-0.1956,0.0072,0.2972,0.1666,0.1666,0.1666,-0.0556,-0.0556,-0.2778,0.7778,-0.1818,0.7728,0.4546,-0.1454,-0.5454,-1,-1,-0.9688,-0.874,-0.939,0.3466,-0.9676,-1,-1,-0.7532,-0.729,-0.8138,-1,-0.94,-0.24,0.1566,0.01,-0.8334,-1,-1,-1,-1,-1,-1,-0.9428,0.0286,0.6286,1,-0.6286,-1,-0.5714,1,-1,-0.0778,0,0.1032,0.234,0.2928,0.2634,-0.8,-0.3648,-0.2834,-0.002,0.5858,0.8304,1,-0.0976,0.0034,0.23,0.6794,0.216,-0.267,-0.0386,-0.1124,0.2118,0.779,-0.2412,-0.1786,-0.2044,-1,-1,1,-1,-1,-1,0.4,16
-0.0152,-0.5304,-0.2676,0,0.9394,0.6516,-0.3702,-0.2046,0.0528,0.8298,1,0.3242,0.7114,-0.1908,-0.2938,0.6958,0.9416,-0.0526,0.573,0.1578,0.7766,0.3184,-0.0224,-0.0614,-0.2794,-0.4414,-0.5474,-0.419,0.1844,-0.3072,0.3358,0.047,-0.5524,-0.3574,-0.4368,0.1578,0.8948,-0.3158,-0.2632,-0.579,-0.579,0.2632,0.1724,0.5862,0.6896,0.0434,0.0434,-1,-1,-0.9826,-0.797,-0.813,0.288,-1,-1,-1,-0.7996,-0.2094,-0.5086,-1,-0.9268,0.63,0.56,-0.0268,-1,-1,-1,-1,-1,-1,-0.5142,-0.5142,1,1,1,-0.9142,-0.5428,0.8286,0.8286,-1,0.0326,0.106,0.164,0.2126,0.3486,0.4584,-0.6134,-0.2706,0.2084,-0.4064,0.1428,0.2134,0.7552,-0.3242,-0.3208,0.012,0.585,0.6946,-0.0348,-0.0414,0.309,0.2694,0.59,0.6034,0.5636,0.3024,-1,-1,1,-0.8,-1,-0.8,0.3,17
0.1176,-0.268,-0.0392,0.098,0.7908,0.6798,-0.3494,-0.1164,0.011,0.6352,1,0.537,0.709,-0.2206,-0.216,0.6996,0.8864,-0.1162,0.8192,0.5194,0.7832,-0.0786,0.1978,0.2792,0.1166,0.1654,-0.2358,0.0028,0.2792,0.0732,0.1654,0.5354,-0.433,-0.6456,-0.5748,0.15,0.4,-0.05,-0.05,-0.4,-0.1,0.3,0.0256,0.6924,0.7948,0.0572,-0.1428,-1,-1,-1,-0.842,-0.9736,0.293,-1,-1,-1,-0.9162,-0.279,-0.8588,-1,-0.9068,0.3566,0.64,-0.19,-1,-1,-1,-1,-1,-1,-1,-0.6572,1,1,1,-0.4286,-0.8572,-0.0286,1,-1,0.101,0.1552,0.177,0.328,0.472,0.5436,-0.6534,-0.3058,0.5666,-0.4026,0.1374,0.2428,0.9362,-0.3068,-0.1612,-0.1542,0.4384,0.5944,-0.2308,-0.089,0.081,0.1052,0.2308,-0.081,-0.0404,0.0932,-1,-1,1,-0.8,-1,-1,0.2334,17
-0.3794,0.7168,0.2776,0.0598,0.4774,0.452,0.7644,0.525,0.1004,0.1506,0.2834,0.8662,0.493,0.6702,0.7588,0.2624,0.3124,0.5304,0.7154,0.3864,0.7962,0.477,0.4,0.5116,0.9192,0.877,0.0616,0.073,0.0424,-0.7654,0.4408,0.0918,0.4318,0.0022,-0.132,-0.2858,0.3928,1,0.8572,0.8572,0.3572,0.6428,-0.125,0.375,0.6562,0.8182,0.6818,-1,-1,-1,-1,-0.976,0.6992,-0.9566,-1,-1,-1,-1,-0.975,-1,-1,-1,-0.8734,-0.8168,-0.7734,-1,-1,-1,-1,-1,-1,-1,1,1,1,-0.5714,-0.7428,-0.9142,-0.8,-1,1,1,1,1,1,1,-0.6,-0.1648,1,0,0.5264,0.8422,1,0.757,1,0.4392,0.9814,-0.3272,0.7872,1,0.4184,0.4326,0.7446,-0.4184,-0.4326,-0.4326,-1,-1,1,-1,-1,-1,-0.8334,18
-0.4258,0.8946,0.2266,0.0664,0.3438,0.1524,0.907,0.4496,0.1356,0.252,0.2654,0.9054,0.4174,0.77,0.8664,0.3804,0.2474,0.5734,0.5376,0.4014,0.6038,0.5086,0.2876,0.4666,0.6304,0.6686,0.0514,-0.0172,0.0248,-0.8514,0.8294,0.1466,0.5094,0.3014,0.296,-0.3818,0.4546,0.891,1,0.8182,0.5272,0.1636,-0.5,0.1364,0.4546,0.7022,0.7022,-1,-1,-1,-1,-0.967,0.8006,-0.946,-1,-1,-1,-1,-0.9872,-1,-1,-1,-0.8268,-0.6068,-0.7168,-1,-1,-1,-1,-1,-1,-1,1,1,1,-0.9142,-0.8,-0.8858,-0.6572,-1,1,1,1,1,1,1,-0.5734,-0.153,1,-0.28,0.32,0.36,1,0.6696,0.913,0.4434,0.9304,-0.0782,0.7426,1,0.208,0.1288,0.6436,-0.2476,-0.1288,-0.2674,-1,-1,1,-1,-1,-0.8,-0.8334,18
-0.4396,0.3852,0.4942,0.8832,0.4008,0.3074,0.656,0.608,1,0.68,0.3614,0.5126,0.4984,0.531,0.5114,0.4658,0.3694,0.3694,0.949,0.5286,0.621,0.2982,0.3894,0.3052,0.5158,0.614,0.4036,0.3824,0.4246,0.2982,0.7474,0.3334,0.0708,0.2626,0.4344,-0.423,0.3076,1,0.3462,0.3846,0.4616,0.3076,-0.3928,0.1786,0.4642,0.3694,0.2972,-1,-1,-1,-1,-0.861,0.861,-0.9494,-0.9512,-1,-1,-1,-0.605,-0.8682,-1,-1,-0.98,-0.51,0.8132,0.6966,0.6732,0.86,0.9866,-1,-1,-0.8572,1,1,1,-0.3714,-0.8286,-0.1142,1,-0.8,1,1,1,1,1,1,-0.6934,-0.6588,0.7084,-0.3368,0.9792,1,0.9274,0.3532,0.781,0.8408,0.8508,-0.1442,0.644,0.979,1,0.6964,0.843,-0.2146,-0.4974,-0.4346,-1,-1,1,-1,-1,-0.8,-0.6,19
-0.4256,0.4324,0.5202,0.8378,0.527,0.196,0.9242,0.6,0.8758,0.5586,0.3356,0.7622,0.4698,0.4162,0.4026,0.4162,0.3062,0.3062,0.483,0.1428,0.4862,0.3596,0.1068,0.1226,0.0118,0.0514,0.1226,0.0356,0.3914,-0.091,1,0.415,0.0378,0.085,-0.0094,-0.52,0.2,0.88,0.44,0.36,0.48,0.2,-0.4348,0.1304,0.3914,0.4852,0.2476,-1,-1,-1,-1,-0.9762,0.9822,-0.9536,-0.9678,-1,-1,-1,-0.9802,-0.8324,-1,-1,-0.8468,-0.7668,0.9366,0.7566,1,1,0.83,-1,-1,-1,1,1,1,-0.9142,-1,-0.1714,0.5142,-0.9142,1,1,1,1,1,1,-0.6534,-0.6236,1,-0.2272,0.8182,0.8182,1,0.2632,0.7018,0.8772,0.9824,-0.1228,0.6364,1,0.9848,0.9242,0.9848,-0.0152,-0.1516,-0.409,-1,-1,1,-1,-1,-0.8,-0.8334,19
0.041,-0.3424,-0.3562,-0.5684,0.452,0.952,-0.3264,-0.5026,-0.3678,-0.1554,0.6944,-0.0362,0.3526,-0.5158,-0.4158,0.1368,0.6494,-0.6932,-0.5616,-0.1946,0.3374,-0.5706,-0.8036,-0.9448,-0.9142,-0.7608,-0.1166,0.1226,0.816,0.7178,-0.072,-0.3604,-0.4684,0.1712,0.054,0,0.7368,-0.1578,-0.2632,-0.3684,-0.5264,0.3684,-0.1176,0.5882,0.647,-0.4318,-0.5,-1,-1,-1,-0.8962,-0.837,0.353,-0.9672,-1,-1,-0.9428,-0.204,-0.6078,-1,-0.83,-0.0568,0.2966,-0.45,-0.7868,-1,-1,-1,-1,-1,-1,-0.4,1,1,1,-0.9142,-1,-0.4286,0.1142,-1,-0.092,-0.0144,0.0446,0.0894,0.1296,0.1078,-0.7066,-0.3764,1,-0.9126,0.0478,0.1434,0.2474,-0.0528,0.0326,0.191,0.5204,0.6382,0.3838,0.071,0.18,0.2228,0.7204,0.2464,0.4598,0.5498,-1,-1,1,-1,-1,-1,0.1666,20
-0.2064,-0.4494,-0.5384,-0.5142,0.6194,0.6762,-0.4458,-0.363,-0.395,0.1656,0.6936,-0.0924,0.5048,-0.6416,-0.583,0.6222,0.9762,-0.7798,-0.363,-0.1548,0.4632,-0.54,-0.591,-0.6806,-0.7764,-0.738,-0.0926,0.1182,0.8084,0.6486,-0.583,-0.6426,-0.6,-0.2936,-0.149,-0.1612,-0.1612,-0.0322,-0.5484,-0.613,-0.2904,0.9354,-0.2,1,0.1428,-0.3924,-0.595,-1,-1,-1,-0.973,-0.814,0.596,-0.9612,-1,-1,-0.9364,-0.9364,-0.4016,-1,-1,-0.9468,0.82,-0.18,-0.8468,-1,-1,-1,-1,-1,-1,1,1,1,0.8,-0.4858,-1,-0.8,-0.5428,-1,-0.084,0.0154,-0.0076,0.0218,0.0094,-0.1142,-0.68,-0.4236,1,-0.9182,0.0028,0.1008,0.406,-0.0822,-0.2818,0.0724,0.3018,0.8504,-0.0242,0.0836,0.2292,0.4016,0.3262,0.407,0.5472,0.3478,-1,-1,1,-0.6,-1,-1,-0.0334,20
-0.2316,-0.721,-0.6106,-0.3842,0.7894,0.4578,-0.5648,-0.399,-0.026,0.7616,0.809,0.0504,0.5192,-0.2678,-0.2296,0.5136,0.9502,-0.1524,0.0804,-0.6344,0.3972,-0.1268,-0.0986,-0.2508,-0.4198,-0.5042,-0.4478,-0.5436,-0.5662,-0.9268,-0.2044,-0.1112,-0.3692,-0.147,-0.025,0.0434,0.826,-0.174,-0.4782,-0.4782,-0.4348,0.4782,-0.282,1,0.0256,-0.5492,-0.2676,-1,-1,-0.975,-0.949,-0.5594,0.247,-0.961,-1,-1,-0.9532,-0.9336,-0.49,-1,-0.8434,-0.84,-0.65,-0.62,-0.5534,-0.8468,-0.8134,-1,-1,-1,-0.6,-0.0572,-0.6286,-0.4286,-0.4,-0.5428,-0.4286,0.0858,-0.1714,-1,-0.2244,-0.184,-0.044,0.1374,0.252,0.2332,-0.5066,-0.2824,-0.9166,0.7582,0.2846,0.1586,0.5062,0.392,-0.0614,-0.0186,0.5254,-0.0454,0.464,-0.096,-0.104,0.108,0.572,-0.116,0.224,-0.072,-1,-1,1,1,-1,-0.8,-0.0666,21
-0.2938,-0.6544,-0.5062,-0.3482,0.6098,0.5604,-0.5662,-0.462,-0.3058,0.6486,0.7948,0.1154,0.6508,-0.0956,-0.1292,0.5502,1,-0.1358,0.1308,-0.3186,0.612,0.3334,0.1366,-0.1256,-0.317,-0.3114,-0.4644,-0.6776,-0.4316,-0.0766,0.004,-0.077,-0.1578,-0.085,-0.0526,-0.0204,0.7142,-0.3062,-0.3878,-0.5102,-0.1836,0.6326,-0.3334,0.6666,-0.0476,0.183,0.5212,-1,-1,-1,-0.9796,-0.492,0.2196,-0.978,-1,-1,-0.9636,-0.9612,-0.3906,-1,-0.9534,-0.86,-0.8168,-0.6434,-0.5468,-0.73,-1,-1,-1,-1,-1,1,-0.0286,-0.1714,-0.7142,-0.8286,-0.3714,0.4286,0.7142,-1,-0.1864,-0.1806,-0.056,0.121,0.2758,0.343,-0.5866,-0.2236,-0.4666,0.6598,0.0622,-0.1784,0.6514,0.5222,-0.2218,-0.2218,0.6996,-0.0238,0.5216,-0.17,-0.1296,0.1528,0.7522,-0.0028,0.1642,-0.124,-1,-1,1,1,-1,-0.8,-0.3334,21
-0.0526,-0.6532,-0.5542,-0.2756,0.938,0.8142,-0.5638,-0.8334,-0.5638,0.1274,0.4242,-0.5152,-0.2364,-0.7734,-0.867,-0.1428,0.454,-0.6588,-0.6536,-0.5224,0.0068,-0.7432,-0.723,-0.804,-0.8582,-0.7972,-0.1622,-0.0676,0.723,0.6216,-0.2406,-0.4508,-0.4848,-0.3628,0.0372,-0.091,0.5758,-0.394,-0.5152,-0.5152,-0.3334,0.5152,-0.1352,0.6756,0.2432,-0.4074,-0.358,-1,-1,-1,-0.749,-0.5564,-0.265,-0.9582,-1,-1,-0.9516,-0.6522,0.4514,-1,-0.9768,-0.9668,-0.93,-0.4234,-0.68,-1,-1,-1,-1,-1,-1,-0.1428,1,1,1,-0.4,-0.8572,-0.8572,-0.4858,-1,-0.0902,-0.0748,-0.0546,-0.0578,-0.1162,-0.2144,-0.5466,-0.2588,1,-0.2782,0.564,0.624,0.9398,0.2858,0.2308,0.6924,1,0.5604,0.394,0.1516,0.7818,0.9152,0.9636,0.503,0.6,0.4788,-1,-1,1,-0.6,1,-1,-0.6334,22
